,Marque,Modele,Status,Energie,Boite_Vitesses,Puissance_Fiscale,Age,Kilometrage,Prix
894,Fiat,Panda,occasion,Essence,Manuelle,4,3,15333,42
895,Fiat,Panda,occasion,Essence,Manuelle,5,2,4928,46
896,Fiat,Punto,occasion,Essence,Manuelle,4,28,10714,10.8
897,Fiat,Punto,occasion,Essence,Manuelle,5,1,130812,13
898,Fiat,Punto,occasion,Diesel,Manuelle,7,30,12000,11.5
899,Fiat,Punto,occasion,Essence,Manuelle,4,28,4671,13.5
900,Fiat,Punto,occasion,Diesel,Manuelle,7,28,4671,7.5
901,Fiat,Punto,occasion,Essence,Manuelle,4,27,4844,12.8
902,Fiat,Punto,occasion,Essence,Manuelle,4,27,11111,13.5
903,Fiat,Punto,occasion,Essence,Manuelle,5,26,5031,12
904,Fiat,Punto,occasion,Essence,Manuelle,4,25,8200,11.5
905,Fiat,Punto,occasion,Essence,Manuelle,5,24,5450,16
906,Fiat,Punto,occasion,Essence,Manuelle,5,23,4830,11
907,Fiat,Punto,occasion,Essence,Manuelle,5,23,4830,14
908,Fiat,Punto,occasion,Essence,Manuelle,5,23,5687,13
909,Fiat,Punto,occasion,Essence,Manuelle,4,20,6540,14.5
910,Fiat,Punto,occasion,Essence,Manuelle,5,20,6540,16.4
911,Fiat,Punto,occasion,Essence,Manuelle,5,16,13750,18.7
912,Fiat,Punto,occasion,Essence,Manuelle,5,14,14444,20
913,Fiat,Punto,occasion,Essence,Manuelle,5,12,2333,24
914,Fiat,Punto,occasion,Essence,Manuelle,5,11,23636,22.5
915,Fiat,Punto,occasion,Essence,Manuelle,4,10,17000,26.5
916,Fiat,Punto,occasion,Essence,Manuelle,4,9,14534,26.5
917,Fiat,Punto,occasion,Essence,Manuelle,4,7,21428,25
918,Fiat,Punto,occasion,Essence,Manuelle,4,7,18687,30
919,Fiat,Punto,occasion,Essence,Manuelle,4,7,42857,16.5
920,Fiat,Punto Evo,occasion,Essence,Manuelle,5,13,11538,30
921,Fiat,Punto Evo,occasion,Essence,Manuelle,4,13,10062,24
922,Fiat,Punto Evo,occasion,Essence,Manuelle,4,12,14583,24
923,Fiat,Scudo,occasion,Diesel,Manuelle,6,23,5687,13
924,Fiat,Scudo,occasion,Diesel,Manuelle,6,21,16514,14
925,Fiat,Seicento,occasion,Essence,Manuelle,5,17,7694,15
926,Fiat,Seicento,occasion,Essence,Manuelle,5,17,7694,16
927,Fiat,Uno,occasion,Essence,Manuelle,5,18,7267,9
928,Fiat,Uno,occasion,Essence,Manuelle,5,36,11018,7
929,Fiat,Uno,occasion,Essence,Manuelle,4,36,3633,5.8
930,Fiat,Uno,occasion,Essence,Manuelle,4,27,11111,9.8
931,Fiat,Uno,occasion,Essence,Manuelle,5,22,13636,9
932,Fiat,Uno,occasion,Essence,Manuelle,4,21,6229,14.5
933,Fiat,Uno,occasion,Essence,Manuelle,5,19,15000,10.5
934,Fiat,Uno,occasion,Essence,Manuelle,5,19,15684,13
935,Fiat,Uno,occasion,Essence,Manuelle,5,18,11222,10
936,Ford,Fiesta,occasion,Essence,Manuelle,5,10,11280,23
937,Ford,Fiesta,occasion,Essence,Manuelle,5,11,16818,22
938,Ford,Figo,occasion,Essence,Manuelle,4,11,16363,22
939,Ford,Figo,occasion,Essence,Manuelle,4,11,10254,22
940,Ford,Courrier,occasion,Diesel,Manuelle,7,28,4028,7
941,Ford,Ecosport,occasion,Essence,Automatique,7,3,13333,70
942,Ford,Ecosport,occasion,Essence,Manuelle,7,3,4666,69
943,Ford,Ecosport,occasion,Essence,Manuelle,7,1,7000,84
944,Ford,Ecosport,occasion,Essence,Automatique,7,8,11125,56.5
945,Ford,Ecosport,occasion,Essence,Automatique,6,8,13062,52
946,Ford,Ecosport,occasion,Essence,Automatique,7,5,30200,55
947,Ford,Ecosport,occasion,Essence,Manuelle,7,5,35000,61.4
948,Ford,Ecosport,occasion,Essence,Manuelle,7,4,28200,62
949,Ford,Escort,occasion,Essence,Manuelle,5,39,2564,6
950,Ford,Escort,occasion,Diesel,Manuelle,7,28,15111,5
951,Ford,Escort,occasion,Essence,Manuelle,6,27,3703,6.5
952,Ford,Escort,occasion,Essence,Manuelle,6,27,4177,8.5
953,Ford,Escort,occasion,Essence,Automatique,7,5,22560,70
954,Ford,Fiesta,occasion,Essence,Manuelle,5,15,16666,25
955,Ford,Fiesta,occasion,Essence,Manuelle,5,14,14285,25
956,Ford,Fiesta,occasion,Essence,Manuelle,5,13,8676,26
957,Ford,Fiesta,occasion,Essence,Manuelle,5,11,10254,27.5
958,Ford,Fiesta,occasion,Essence,Manuelle,5,9,12533,32
959,Ford,Fiesta,occasion,Essence,Manuelle,5,27,4177,8.5
960,Ford,Fiesta,occasion,Essence,Manuelle,5,26,4338,8.5
961,Ford,Fiesta,occasion,Essence,Manuelle,5,22,6818,10.5
962,Ford,Fiesta,occasion,Essence,Manuelle,5,21,5878,15.5
963,Ford,Fiesta,occasion,Essence,Manuelle,5,20,5640,17
964,Ford,Fiesta,occasion,Essence,Manuelle,4,20,5640,8
965,Ford,Fiesta,occasion,Essence,Manuelle,5,20,5640,17
966,Ford,Fiesta,occasion,Essence,Manuelle,5,19,5936,16.5
967,Ford,Fiesta,occasion,Essence,Manuelle,5,18,6266,21
968,Ford,Fiesta,occasion,Essence,Manuelle,5,18,6266,15.5
969,Ford,Fiesta,occasion,Essence,Manuelle,5,18,10611,16
970,Ford,Fiesta,occasion,Essence,Manuelle,5,18,8333,16.5
971,Ford,Fiesta,occasion,Essence,Manuelle,4,17,6635,21
972,Ford,Fiesta,occasion,Essence,Manuelle,5,17,16058,19.5
973,Ford,Fiesta,occasion,Essence,Manuelle,5,17,6635,18.5
974,Ford,Fiesta,occasion,Essence,Manuelle,5,17,13529,19.5
975,Ford,Fiesta,occasion,Essence,Manuelle,5,17,6635,21
976,Ford,Fiesta,occasion,Essence,Manuelle,5,15,7520,19
977,Ford,Fiesta,occasion,Essence,Manuelle,5,14,8057,24.8
978,Ford,Fiesta,occasion,Essence,Manuelle,5,14,16642,24.9
979,Ford,Fiesta,occasion,Essence,Manuelle,5,14,8057,24.3
980,Ford,Fiesta,occasion,Essence,Manuelle,6,13,8676,17
981,Ford,Fiesta,occasion,Essence,Manuelle,5,13,8676,26
982,Ford,Fiesta,occasion,Essence,Manuelle,5,13,2138,27.5
983,Ford,Fiesta,occasion,Essence,Manuelle,6,12,15000,26
984,Ford,Fiesta,occasion,Essence,Automatique,5,12,9400,26.5
985,Ford,Fiesta,occasion,Essence,Manuelle,5,12,16000,28
986,Ford,Fiesta,occasion,Essence,Manuelle,4,12,11482,24.7
987,Ford,Fiesta,occasion,Essence,Manuelle,5,12,15750,27
988,Ford,Fiesta,occasion,Essence,Manuelle,5,12,9400,26
989,Ford,Fiesta,occasion,Essence,Manuelle,5,12,9400,26
990,Ford,Fiesta,occasion,Essence,Manuelle,5,12,20833,29
991,Ford,Fiesta,occasion,Essence,Manuelle,5,12,9400,25.5
992,Ford,Fiesta,occasion,Essence,Manuelle,5,11,10254,34
993,Ford,Fiesta,occasion,Essence,Manuelle,5,11,10254,27.5
994,Ford,Fiesta,occasion,Essence,Manuelle,5,11,14545,32.5
995,Ford,Fiesta,occasion,Essence,Manuelle,5,11,17878,30
996,Ford,Fiesta,occasion,Essence,Manuelle,5,11,10254,28
997,Ford,Fiesta,occasion,Essence,Manuelle,5,10,14900,31
998,Ford,Fiesta,occasion,Essence,Manuelle,5,10,15400,31.5
999,Ford,Fiesta,occasion,Essence,Manuelle,5,10,34960,30
1000,Ford,Fiesta,occasion,Essence,Manuelle,5,10,13400,22.8
1001,Ford,Fiesta,occasion,Essence,Manuelle,5,10,20900,32
1002,Ford,Fiesta,occasion,Essence,Manuelle,5,10,14100,22.8
1003,Ford,Fiesta,occasion,Essence,Manuelle,5,9,19777,30.5
1004,Ford,Fiesta,occasion,Essence,Manuelle,5,9,26666,28
1005,Ford,Fiesta,occasion,Essence,Manuelle,5,8,17500,34.8
1006,Ford,Fiesta,occasion,Essence,Manuelle,5,8,12750,35.5
1007,Ford,Fiesta,occasion,Essence,Manuelle,5,8,14100,32.5
1008,Ford,Fiesta,occasion,Essence,Manuelle,5,7,16114,111
1009,Ford,Fiesta,occasion,Essence,Manuelle,5,7,19814,35
1010,Ford,Fiesta,occasion,Essence,Manuelle,5,7,17857,35
1011,Ford,Fiesta,occasion,Essence,Manuelle,5,7,16114,34.5
1012,Ford,Fiesta,occasion,Essence,Manuelle,5,7,20428,37.5
1013,Ford,Fiesta,occasion,Essence,Manuelle,5,7,23142,32
1014,Ford,Fiesta,occasion,Essence,Manuelle,5,7,11857,38
1015,Ford,Fiesta,occasion,Essence,Manuelle,4,5,15400,37
1016,Ford,Fiesta,occasion,Essence,Manuelle,4,5,39000,33
1017,Ford,Fiesta,occasion,Essence,Manuelle,4,4,22250,45.5
1018,Ford,Focus,occasion,Essence,Manuelle,4,14,16000,26.5
1019,Ford,Focus,occasion,Essence,Manuelle,6,8,17500,38
1020,Ford,Focus,occasion,Essence,Manuelle,6,19,16368,14
1021,Ford,Focus,occasion,Essence,Manuelle,6,18,6266,22.5
1022,Ford,Focus,occasion,Essence,Manuelle,6,18,6266,19.5
1023,Ford,Focus,occasion,Essence,Manuelle,6,17,7529,24
1024,Ford,Focus,occasion,Essence,Manuelle,6,16,17125,18.5
1025,Ford,Focus,occasion,Essence,Manuelle,6,16,13437,22.5
1026,Ford,Focus,occasion,Essence,Manuelle,6,14,23928,23
1027,Ford,Focus,occasion,Essence,Manuelle,6,13,17076,27
1028,Ford,Focus,occasion,Essence,Manuelle,6,12,9400,28
1029,Ford,Focus,occasion,Essence,Manuelle,6,12,9400,21.5
1030,Ford,Focus,occasion,Essence,Manuelle,7,11,15818,29.5
1031,Ford,Focus,occasion,Essence,Manuelle,6,11,14090,30
1032,Ford,Focus,occasion,Essence,Manuelle,6,9,19777,39
1033,Ford,Focus,occasion,Essence,Manuelle,6,9,16444,38.5
1034,Ford,Focus,occasion,Essence,Manuelle,7,9,12533,37
1035,Ford,Focus,occasion,Essence,Manuelle,6,8,20625,37.5
1036,Ford,Focus,occasion,Essence,Manuelle,6,8,14625,41.5
1037,Ford,Focus,occasion,Essence,Manuelle,6,7,16142,45
1038,Ford,Focus,occasion,Essence,Manuelle,6,7,12000,55
1039,Ford,Focus,occasion,Essence,Manuelle,6,7,16142,44.8
1040,Ford,Focus,occasion,Essence,Automatique,7,6,21666,40.8
1041,Ford,Focus,occasion,Essence,Manuelle,6,6,28333,42.7
1042,Ford,Focus,occasion,Essence,Automatique,6,5,22560,47
1043,Ford,Fusion,occasion,Essence,Automatique,9,7,15714,55
1044,Ford,Fusion,occasion,Essence,Manuelle,5,15,19533,21
1045,Ford,Fusion,occasion,Essence,Manuelle,5,15,20000,22
1046,Ford,Fusion,occasion,Essence,Automatique,9,8,17750,52
1047,Ford,Fusion,occasion,Essence,Manuelle,9,8,10625,62
1048,Ford,Ka,occasion,Essence,Manuelle,5,23,10869,11
1049,Ford,Ka,occasion,Essence,Manuelle,4,12,17708,23
1050,Ford,Ka,occasion,Essence,Manuelle,5,9,12533,26.9
1051,Ford,Ka,occasion,Essence,Manuelle,4,9,6944,29.5
1052,Ford,Ka,occasion,Essence,Manuelle,5,8,14100,28
1053,Ford,Kuga,occasion,Essence,Automatique,11,7,16142,59
1054,Ford,Kuga,occasion,Essence,Automatique,11,7,16142,62
1055,Ford,Kuga,occasion,Diesel,Manuelle,7,5,10400,85
1056,Ford,Mondeo,occasion,Diesel,Manuelle,5,30,10000,9.5
1057,Ford,Mondeo,occasion,Essence,Manuelle,7,29,3889,7.5
1058,Ford,Mondeo,occasion,Diesel,Manuelle,7,23,2173,123.456
1059,Ford,Mondeo,occasion,Essence,Manuelle,8,12,10091,35
1060,Ford,Mondeo,occasion,Essence,Manuelle,7,11,18181,28
1061,Ford,Ranger,occasion,Diesel,Manuelle,12,19,5936,26
1062,Ford,Ranger,occasion,Diesel,Manuelle,12,18,6266,30
1063,Ford,Ranger,occasion,Diesel,Manuelle,12,18,20277,23
1064,Ford,Ranger,occasion,Diesel,Manuelle,12,17,28941,26
1065,Ford,Ranger,occasion,Diesel,Manuelle,10,17,6635,23
1066,Ford,Ranger,occasion,Diesel,Manuelle,10,14,25571,33
1067,Ford,Ranger,occasion,Diesel,Manuelle,10,13,26153,32
1068,Ford,Ranger,occasion,Diesel,Manuelle,7,12,16750,90
1069,Ford,Ranger,occasion,Diesel,Automatique,7,10,5300,115
1070,Ford,Ranger,occasion,Diesel,Automatique,7,4,22500,139
1071,Ford,Streetka,occasion,Diesel,Manuelle,8,64,1762,8
1072,Geely,GKGL,occasion,Essence,Manuelle,6,5,16399,31.5
1073,Geely,GKGL,occasion,Essence,Automatique,6,3,25666,47
1074,Geely,GKGL,occasion,Essence,Automatique,6,3,0,54
1075,Geely,GKGL,occasion,Essence,Manuelle,6,3,51666,11.111
1076,Geely,GKGL,occasion,Essence,Automatique,6,3,15766,53
1077,Geely,GKGL,occasion,Essence,Manuelle,6,3,15000,54
1078,Geely,GKGS,occasion,Essence,Manuelle,6,4,28750,37
1079,Geely,GKGT,occasion,Essence,Manuelle,6,3,50333,31.5
1080,Geely,LC,occasion,Essence,Automatique,6,4,17979,35
1081,Geely,MKGT,occasion,Essence,Manuelle,6,4,17979,27
1082,Great Wall,M4,occasion,Essence,Manuelle,6,7,12857,37.5
1083,Great Wall,M4,occasion,Essence,Manuelle,6,6,11666,29
1084,Great Wall,M4,occasion,Essence,Automatique,9,3,21666,80
1085,Great Wall,M4,occasion,Essence,Manuelle,6,4,8500,44
1086,Great Wall,M4,occasion,Essence,Manuelle,6,7,27000,37
1087,Great Wall,M4,occasion,Essence,Manuelle,6,7,10986,39
1088,Great Wall,M4,occasion,Essence,Manuelle,6,6,11666,39
1089,Great Wall,M4,occasion,Essence,Manuelle,6,6,14833,40
1090,Great Wall,M4,occasion,Essence,Manuelle,6,3,34000,41
1091,Great Wall,Poer MT,occasion,Diesel,Manuelle,11,3,20000,108
1092,Haval,H6,occasion,Essence,Automatique,9,5,28000,73.8
1093,Haval,H6,occasion,Essence,Manuelle,12,5,37600,75
1094,Haval,H6,occasion,Essence,Automatique,9,4,20000,72
1095,Haval,H6,occasion,Essence,Automatique,9,3,32833,82
1096,Haval,H6,occasion,Essence,Automatique,8,2,10000,120
1097,Haval,Jolion,occasion,Electrique,Automatique,9,1,20000,68
1098,Haval,Jolion,occasion,Essence,Automatique,9,3,21666,80
1099,Honda,Accord,occasion,Essence,Automatique,18,13,3461,75
1100,Honda,Amaze,occasion,Essence,Manuelle,5,5,21800,31.5
1101,Honda,Amaze,occasion,Essence,Manuelle,5,8,8750,26.5
1102,Honda,Civic,occasion,Essence,Automatique,7,5,16836,45
1103,Honda,City,occasion,Essence,Automatique,7,5,17300,50
1104,Honda,City,occasion,Essence,Automatique,6,2,36134,72
1105,Honda,Civic,occasion,Essence,Manuelle,5,40,1806,5.8
1106,Honda,Civic,occasion,Essence,Automatique,10,7,10428,71.9
1107,Honda,Civic,occasion,Essence,Automatique,10,7,10428,71.9
1108,Honda,Crv,occasion,Essence,Automatique,11,5,36000,95
1109,Hyundai,Accent,occasion,Essence,Manuelle,5,9,9014,29
1110,Hyundai,Accent,occasion,Essence,Manuelle,6,8,10141,36
1111,Hyundai,Accent,occasion,Essence,Automatique,6,4,19000,65
1112,Hyundai,Accent,occasion,Essence,Automatique,6,2,25000,80
1113,Hyundai,Creta,occasion,Essence,Automatique,16,0,0,110
1114,Hyundai,H-100,occasion,Diesel,Manuelle,10,24,3380,12
1115,Hyundai,H1,occasion,Diesel,Manuelle,9,17,4772,7
1116,Hyundai,I10,occasion,Diesel,Manuelle,10,16,5625,15
1117,Hyundai,I10,occasion,Essence,Manuelle,5,7,4285,42
1118,Hyundai,Creta,occasion,Essence,Manuelle,7,6,20000,65
1119,Hyundai,I10,occasion,Diesel,Manuelle,8,4,20000,80
1120,Hyundai,Azera,occasion,Essence,Automatique,8,16,5070,35
1121,Hyundai,Elantra,occasion,Essence,Automatique,4,4,15000,50
1122,Hyundai,Elantra,occasion,Essence,Manuelle,6,29,10344,11
1123,Hyundai,Elantra,occasion,Essence,Manuelle,7,9,12222,43
1124,Hyundai,Elantra,occasion,Essence,Manuelle,7,7,22571,55
1125,Hyundai,Galloper,occasion,Diesel,Manuelle,10,30,3703,25
1126,Hyundai,Galloper,occasion,Diesel,Manuelle,10,29,2797,25
1127,Hyundai,Galloper,occasion,Diesel,Manuelle,10,29,2797,25
1128,Hyundai,Galloper,occasion,Diesel,Manuelle,9,22,15909,33
1129,Hyundai,I10,occasion,Essence,Manuelle,5,4,24250,34
1130,Hyundai,I10,occasion,Essence,Automatique,5,3,31666,44
1131,Hyundai,I10,occasion,Essence,Automatique,5,3,23000,51
1132,Hyundai,I10,occasion,Essence,Manuelle,4,3,26666,42.5
1133,Hyundai,I10,occasion,Essence,Manuelle,4,2,2055,45
1134,Hyundai,I10,occasion,Essence,Manuelle,5,1,55000,41.9
1135,Hyundai,I10,occasion,Essence,Manuelle,4,1,81133,123
1136,Hyundai,I10,occasion,Essence,Manuelle,4,1,81133,43.5
1137,Hyundai,I10,occasion,Essence,Manuelle,5,1,7000,55
1138,Hyundai,I10,occasion,Diesel,Manuelle,4,14,11500,20
1139,Hyundai,I10,occasion,Essence,Manuelle,4,11,7375,24.5
1140,Hyundai,I10,occasion,Essence,Manuelle,5,11,13727,28.8
1141,Hyundai,I10,occasion,Essence,Manuelle,4,11,15454,25
1142,Hyundai,I10,occasion,Essence,Manuelle,5,10,8113,30
1143,Hyundai,I10,occasion,Essence,Manuelle,5,10,22000,23
1144,Hyundai,I10,occasion,Essence,Manuelle,5,9,27777,28.5
1145,Hyundai,I10,occasion,Essence,Manuelle,5,9,9014,33
1146,Hyundai,I10,occasion,Essence,Manuelle,4,8,12875,27.5
1147,Hyundai,I10,occasion,Essence,Manuelle,5,8,10141,34
1148,Hyundai,I10,occasion,Essence,Manuelle,5,8,22500,21
1149,Hyundai,I10,occasion,Essence,Manuelle,5,8,9625,38
1150,Hyundai,I10,occasion,Essence,Manuelle,5,8,10141,30
1151,Hyundai,I10,occasion,Essence,Manuelle,4,8,5875,30.5
1152,Hyundai,I10,occasion,Essence,Manuelle,5,8,16688,36.5
1153,Hyundai,I10,occasion,Essence,Automatique,5,7,18571,37.9
1154,Hyundai,I10,occasion,Essence,Manuelle,5,7,13857,39.9
1155,Hyundai,I10,occasion,Essence,Automatique,5,7,18857,34.5
1156,Hyundai,I10,occasion,Essence,Automatique,5,7,11590,33.5
1157,Hyundai,I10,occasion,Essence,Automatique,5,7,19428,35
1158,Hyundai,I10,occasion,Essence,Automatique,5,7,11590,35
1159,Hyundai,I10,occasion,Essence,Automatique,5,6,13522,38.5
1160,Hyundai,I10,occasion,Essence,Manuelle,5,6,14666,34.8
1161,Hyundai,I10,occasion,Essence,Manuelle,5,6,23333,29.5
1162,Hyundai,I10,occasion,Essence,Manuelle,5,6,22500,31
1163,Hyundai,I10,occasion,Essence,Manuelle,5,6,15000,34.5
1164,Hyundai,I10,occasion,Essence,Manuelle,5,5,22500,46.9
1165,Hyundai,I10,occasion,Essence,Manuelle,5,5,40000,34.3
1166,Hyundai,I10,occasion,Essence,Manuelle,5,5,3000,45
1167,Hyundai,I10,occasion,Essence,Manuelle,5,5,12800,35.8
1168,Hyundai,I10,occasion,Essence,Automatique,5,4,20500,38.9
1169,Hyundai,I10,occasion,Essence,Automatique,5,4,20500,38.9
1170,Hyundai,I10,occasion,Essence,Manuelle,5,4,21250,35.9
1171,Hyundai,I10,occasion,Essence,Manuelle,5,4,20000,36.9
1172,Hyundai,I10,occasion,Essence,Automatique,5,4,21250,38.9
1174,Hyundai,I10,occasion,Essence,Manuelle,5,4,20000,37.9
1175,Hyundai,I10,occasion,Essence,Manuelle,5,4,19250,37.9
1176,Hyundai,I10,occasion,Essence,Automatique,5,4,25750,40
1177,Hyundai,I10,occasion,Essence,Manuelle,5,4,20500,35.9
1178,Hyundai,I10,occasion,Essence,Manuelle,5,4,19000,37.5
1179,Hyundai,I10,occasion,Essence,Manuelle,5,4,20500,35.9
1180,Hyundai,I10,occasion,Essence,Manuelle,5,4,18750,35.9
1181,Hyundai,I10,occasion,Essence,Manuelle,5,4,20250,35.9
1182,Hyundai,I10,occasion,Essence,Manuelle,5,4,28500,33.5
1183,Hyundai,I10,occasion,Essence,Manuelle,5,4,30000,34.5
1184,Hyundai,I10,occasion,Essence,Manuelle,5,4,18250,37.9
1185,Hyundai,I10,occasion,Essence,Manuelle,5,4,25000,36.5
1186,Hyundai,I10,occasion,Essence,Automatique,5,4,20500,37.9
1187,Hyundai,I10,occasion,Essence,Manuelle,5,4,16075,41
1188,Hyundai,I10,occasion,Essence,Manuelle,5,4,21750,36
1189,Hyundai,I10,occasion,Essence,Manuelle,5,4,23000,38
1190,Hyundai,I10,occasion,Essence,Manuelle,5,4,12855,39
1191,Hyundai,I10,occasion,Essence,Automatique,6,4,22500,54
1192,Hyundai,I10,occasion,Essence,Manuelle,5,4,75000,34.5
1193,Hyundai,I10,occasion,Essence,Automatique,5,3,33333,47
1194,Hyundai,I10,occasion,Essence,Manuelle,5,3,16668,43
1195,Hyundai,I10,occasion,Essence,Manuelle,5,3,16600,43
1196,Hyundai,I10,occasion,Essence,Manuelle,5,3,34000,38.5
1197,Hyundai,I10,occasion,Essence,Manuelle,5,3,15333,41.8
1198,Hyundai,I10,occasion,Essence,Manuelle,4,3,6833,43
1199,Hyundai,I10,occasion,Essence,Manuelle,4,3,21666,111.111
1200,Hyundai,I10,occasion,Essence,Manuelle,5,3,13666,50
1201,Hyundai,I10,occasion,Essence,Manuelle,5,3,24333,41.9
1202,Hyundai,I10,occasion,Essence,Manuelle,5,3,25666,43.9
1203,Hyundai,I10,occasion,Essence,Automatique,5,3,27044,123
1204,Hyundai,I10,occasion,Essence,Automatique,5,3,16666,46
1205,Hyundai,I10,occasion,Essence,Manuelle,4,3,10000,42.5
1206,Hyundai,I10,occasion,Essence,Manuelle,5,3,22333,43.9
1207,Hyundai,I10,occasion,Essence,Manuelle,5,3,20333,43.9
1208,Hyundai,I10,occasion,Essence,Manuelle,5,2,40566,41.9
1209,Hyundai,I10,occasion,Essence,Automatique,4,2,12000,50
1210,Hyundai,I10,occasion,Essence,Manuelle,5,2,36500,41.9
1211,Hyundai,I10,occasion,Essence,Manuelle,5,2,37000,41.9
1212,Hyundai,I10,occasion,Essence,Manuelle,5,2,33000,41.9
1213,Hyundai,I10,occasion,Essence,Manuelle,5,2,40566,41.9
1214,Hyundai,I10,occasion,Essence,Manuelle,5,2,40566,41.9
1216,Hyundai,I10,occasion,Essence,Manuelle,4,2,40566,45
1217,Hyundai,I10,occasion,Essence,Manuelle,5,2,6000,49.5
1218,Hyundai,I20,occasion,Essence,Manuelle,4,10,8113,30
1219,Hyundai,I20,occasion,Essence,Manuelle,5,3,24000,45
1220,Hyundai,I20,occasion,Essence,Manuelle,5,1,9300,69.5
1221,Hyundai,I20,occasion,Essence,Manuelle,5,11,7375,28.5
1222,Hyundai,I20,occasion,Essence,Manuelle,4,11,18636,28.5
1223,Hyundai,I20,occasion,Essence,Manuelle,4,11,15909,32
1224,Hyundai,I20,occasion,Essence,Manuelle,4,11,10909,29
1225,Hyundai,I20,occasion,Essence,Manuelle,4,10,8600,33
1226,Hyundai,I20,occasion,Essence,Manuelle,4,9,9014,29
1227,Hyundai,I20,occasion,Essence,Manuelle,4,8,30625,32
1228,Hyundai,I20,occasion,Essence,Manuelle,5,7,16142,42
1229,Hyundai,I20,occasion,Essence,Manuelle,5,7,11590,42
1230,Hyundai,I20,occasion,Essence,Manuelle,5,6,24333,38
1231,Hyundai,I20,occasion,Essence,Manuelle,5,6,13522,45
1232,Hyundai,I20,occasion,Essence,Manuelle,5,6,35833,42
1233,Hyundai,I20,occasion,Essence,Manuelle,5,6,35833,42
1234,Hyundai,I20,occasion,Essence,Manuelle,5,5,16226,40.5
1235,Hyundai,I20,occasion,Essence,Manuelle,5,5,16226,43
1236,Hyundai,I20,occasion,Essence,Manuelle,5,5,16226,45
1237,Hyundai,I20,occasion,Essence,Manuelle,5,4,20249,42.9
1238,Hyundai,I20,occasion,Essence,Manuelle,5,4,24250,43
1239,Hyundai,I20,occasion,Essence,Manuelle,5,4,19250,41.9
1240,Hyundai,I20,occasion,Essence,Manuelle,5,4,21250,42.5
1241,Hyundai,I20,occasion,Essence,Manuelle,5,4,21250,42.5
1242,Hyundai,I20,occasion,Essence,Manuelle,5,4,22750,42.9
1243,Hyundai,I20,occasion,Essence,Manuelle,5,4,26675,46.5
1244,Hyundai,I20,occasion,Essence,Manuelle,5,4,20283,43
1245,Hyundai,I20,occasion,Essence,Manuelle,5,4,20250,42.9
1246,Hyundai,I20,occasion,Essence,Manuelle,5,4,28500,45
1247,Hyundai,I20,occasion,Essence,Manuelle,5,4,22750,42.9
1248,Hyundai,I20,occasion,Essence,Manuelle,5,4,20250,42.9
1249,Hyundai,I20,occasion,Essence,Manuelle,5,4,20250,42.9
1250,Hyundai,I20,occasion,Essence,Manuelle,5,3,26333,46
1251,Hyundai,I20,occasion,Essence,Manuelle,5,3,25666,43.9
1252,Hyundai,I30,occasion,Essence,Automatique,7,0,0,95.4
1253,Hyundai,I40,occasion,Diesel,Automatique,7,12,19833,42
1254,Hyundai,Ix35,occasion,Diesel,Manuelle,6,11,22727,55
1255,Hyundai,Santa Fe,occasion,Hybride,Automatique,12,1,5000,85
1256,Hyundai,Santa Fe,occasion,Diesel,Automatique,12,7,11590,111
1257,Hyundai,Tucson,occasion,Diesel,Manuelle,4,5,7400,90
1258,Hyundai,Tucson,occasion,Diesel,Automatique,7,4,23750,106
1259,Hyundai,Tucson,occasion,Essence,Automatique,8,3,43333,95.8
1260,Hyundai,Tucson,occasion,Diesel,Automatique,7,2,40000,135
1261,Hyundai,Tucson,occasion,Essence,Automatique,11,8,26875,65
1262,Hyundai,Tucson,occasion,Essence,Automatique,8,5,22200,86
1263,Hyundai,Tucson,occasion,Diesel,Automatique,7,4,25500,97
1264,Hyundai,Veloster,occasion,Essence,Automatique,8,11,13636,33.5
1265,Hyundai,Veloster,occasion,Essence,Automatique,8,11,18000,36
1266,Infiniti,Fx,occasion,Essence,Automatique,20,16,6250,47
1267,Infiniti,Fx,occasion,Essence,Automatique,20,16,11875,52
1268,Isuzu,Faster,occasion,Diesel,Manuelle,10,34,11764,123.484
1269,Isuzu,Dmax,occasion,Diesel,Manuelle,10,32,4822,17.2
1270,Isuzu,Dmax,occasion,Diesel,Manuelle,10,31,11290,11.5
1271,Isuzu,Dmax,occasion,Diesel,Manuelle,10,26,17884,32
1272,Isuzu,Dmax,occasion,Diesel,Manuelle,10,4,42500,53
1273,Isuzu,Dmax,occasion,Diesel,Manuelle,6,1,154311,124
1274,Isuzu,Dmax,occasion,Diesel,Manuelle,4,1,154311,115
1275,Isuzu,Dmax,occasion,Diesel,Manuelle,8,0,0,125
1276,Isuzu,Dmax,occasion,Diesel,Manuelle,8,0,0,125
1277,Isuzu,Dmax,occasion,Diesel,Manuelle,11,26,15384,40
1278,Isuzu,Dmax,occasion,Diesel,Manuelle,10,20,16500,39
1279,Isuzu,Dmax,occasion,Diesel,Manuelle,10,18,22222,38
1280,Isuzu,Dmax,occasion,Diesel,Manuelle,10,18,19111,26.5
1281,Isuzu,Dmax,occasion,Diesel,Manuelle,10,18,8572,44
1282,Isuzu,Dmax,occasion,Diesel,Manuelle,10,17,9077,38
1283,Isuzu,Dmax,occasion,Diesel,Manuelle,10,17,16882,50
1284,Isuzu,Dmax,occasion,Diesel,Manuelle,10,17,9077,46
