URL,Modèle,Description,Prix,Kilométrage,Mise en circulation,Énergie,Boîte de vitesse,Puissance fiscale,Transmission,Carrosserie,État général,Anciens propriétaires,Date annonce
https://www.automobile.tn/fr/occasion/mercedes-benz/classe-e-coupe/114745,Mercedes-Benz Classe E coupé,350 3.5 V6 24V 4MATIC 7G-TRONIC BlueEFFICIENCY 306 cv Boîte auto,62 000 DT,180 000 KM,05.2010,Essence,Automatique,19 CV,Intégrale,Coupé,Très bon,2ème main,29.11.2025
https://www.automobile.tn/fr/occasion/volkswagen/polo-sedan/119726,Volkswagen Polo Sedan Trendline,1.4 L 85 cv,51 000 DT,81 000 KM,05.2022,Essence,Manuelle,5 CV,Traction,Berline,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/kia/picanto/120786,KIA Picanto LX,1.2 DPI 16V BVR5 ISG 84 cv Boîte auto,41 500 DT,109 000 KM,09.2021,Essence,Automatique,4 CV,Traction,Citadine,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/mercedes-benz/classe-e/120881,Mercedes-Benz Classe E AMG,200 2.0 i 16V 4MATIC 9G-TRONIC 184 cv Boîte auto,139 000 DT,80 000 KM,11.2019,Essence,Automatique,11 CV,Intégrale,Berline,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/mercedes-benz/classe-c/120833,Mercedes-Benz Classe C AMG,200 2.0 i 16V 7G-TRONIC+ 184 cv Boîte auto,120 000 DT,36 000 KM,07.2015,Essence,Automatique,10 CV,Propulsion,Berline,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/mercedes-benz/classe-e/120707,Mercedes-Benz Classe E Elegance,200 2.0 CGI 16V 7G-TRONIC+ 184 cv Boîte auto,83 500 DT,140 000 KM,06.2014,Essence,Automatique,10 CV,Propulsion,Berline,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/kia/sportage/120666,KIA Sportage GT-Line,N/A,117 000 DT,49 000 KM,01.2021,Diesel,Automatique,8 CV,Traction,SUV,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/suzuki/jimny-5p/120638,Suzuki Jimny 5 portes GLX,1.5 L 4x4 102 cv Boîte auto,119 000 DT,100 KM,07.2025,Essence,Automatique,6 CV,Intégrale,SUV,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/land-rover/discovery-sport/120598,Land Rover Discovery Sport,N/A,95 000 DT,190 000 KM,02.2016,Diesel,Automatique,9 CV,Propulsion,SUV,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/porsche/cayenne/120584,Porsche Cayenne,N/A,87 000 DT,90 000 KM,02.2008,Essence,Automatique,21 CV,Propulsion,SUV,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/fiat/500/120546,Fiat 500 Lounge,1.2 L 69 cv Boîte auto,55 000 DT,43 000 KM,06.2022,Essence,Automatique,4 CV,Traction,Citadine,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/volkswagen/golf-7/120545,Volkswagen Golf 7 Allstar,1.2 TSI 16V Blue Motion S&S 105 cv,54 000 DT,160 000 KM,08.2016,Essence,Manuelle,5 CV,Traction,Compacte,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/mercedes-benz/cla/120540,Mercedes-Benz CLA Progressive,180 1.3 i 16V GPF 7G-DCT 136 cv Boîte auto,135 000 DT,50 000 KM,01.2020,Essence,Automatique,7 CV,Traction,Berline,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/porsche/panamera/120388,Porsche Panamera,GTS 4.8 i V8 24V PDK 440 cv Boîte auto,245 000 DT,79 000 KM,07.2014,Essence,Automatique,33 CV,Propulsion,Berline,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/mercedes-benz/classe-c/120385,Mercedes-Benz Classe C AMG,180 1.5 156ch 9G-Tronic,135 000 DT,67 000 KM,12.2020,Essence,Automatique,8 CV,Propulsion,Berline,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/peugeot/208/120384,Peugeot 208,1.2 PureTech 12V S&S 100 cv,55 000 DT,25 000 KM,01.2021,Essence,Manuelle,6 CV,Traction,Citadine,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/volkswagen/t-roc/120383,Volkswagen T-roc,N/A,69 000 DT,85 000 KM,02.2019,Essence,Manuelle,6 CV,Traction,SUV,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/dfsk/glory-500/120382,DFSK Glory 500 CVT,N/A,73 500 DT,3 000 KM,09.2025,Essence,Automatique,7 CV,Traction,SUV,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/hyundai/tucson/120365,Hyundai Tucson N Line,1.6 TGDi 16V Mild Hybrid 4WD 179 cv Boîte auto,147 000 DT,35 000 KM,10.2022,Hybride léger essence,Automatique,11 CV,Intégrale,SUV,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/mercedes-benz/cla/120364,Mercedes-Benz CLA AMG,250 2.0 i 16V GPF 7G-DCT 224 cv Boîte auto,145 000 DT,48 000 KM,12.2021,Essence,Automatique,8 CV,Traction,Berline,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/chevrolet/captiva/120294,Chevrolet Captiva 7 places,1.5 Turbo CVT 147 cv Boîte auto,86 000 DT,18 000 KM,10.2023,Essence,Automatique,9 CV,Traction,SUV,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/citroen/c3/120288,Citroën C3 Live,1.2 VTi PureTech 12V 82 cv,39 500 DT,85 000 KM,06.2019,Essence,Manuelle,4 CV,Traction,Citadine,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/hyundai/i20/120211,Hyundai i20 High Grade,1.2 L 76 cv,66 500 DT,15 000 KM,05.2025,Essence,Manuelle,4 CV,Traction,Citadine,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/kia/stonic/120170,KIA Stonic,N/A,65 000 DT,140 000 KM,02.2021,Essence,Manuelle,6 CV,Traction,SUV,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/kia/sportage/120058,KIA Sportage,1.6 GDi CVVT 16V 4x2 132 cv Boite Auto,68 000 DT,149 000 KM,03.2018,Essence,Automatique,8 CV,Traction,SUV,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/audi/q8/120052,Audi Q8,55 3.0 TFSi V6 24V GPF Mild Hybrid Quattro Tiptronic8 340 cv Boîte auto,350 000 DT,22 000 KM,07.2021,Hybride léger essence,Automatique,23 CV,Intégrale,SUV,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/alfa-romeo/giulietta/120044,Alfa Romeo Giulietta,1.4 T-Jet 16V S&S 120 cv,49 000 DT,85 000 KM,05.2018,Essence,Manuelle,7 CV,Traction,Compacte,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/bmw/serie-3/120012,BMW Série 3 Sport Line,318i 1.5 16V 136 cv Boîte auto,85 000 DT,100 000 KM,11.2019,Essence,Automatique,7 CV,Propulsion,Berline,Très bon,2ème main,29.11.2025
https://www.automobile.tn/fr/occasion/hyundai/kona/120003,Hyundai Kona,1.6 GDi 16V 141 Hybrid 2WD DCT6 S&S 105 cv Boîte auto,117 000 DT,14 000 KM,01.2025,Hybride essence,Automatique,5 CV,Traction,SUV,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/audi/q3/120000,Audi Q3 S-line,1.4 TFSi 16V S Tronic6 150 cv Boîte auto,98 000 DT,64 000 KM,06.2017,Essence,Automatique,8 CV,Traction,SUV,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/great-wall/h6/119935,GWM Haval H6 Luxury,1.5 T 143cv boite auto,75 000 DT,99 000 KM,03.2021,Essence,Automatique,9 CV,Traction,SUV,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/chery/tiggo-3x/119924,N/A,N/A,N/A,,,,,,,,,,
https://www.automobile.tn/fr/occasion/abarth/500/119916,Abarth 500,1.4 TB 16V 135 cv,42 500 DT,180 000 KM,09.2011,Essence,Manuelle,8 CV,Traction,Coupé,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/kia/cerato/119882,KIA Cerato,1.6 CVVT 16V 126 cv,38 500 DT,51 000 KM,09.2010,Essence,Manuelle,7 CV,Traction,Berline,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/jeep/renegade/119880,Jeep Renegade Limited,1.4 Turbo  4x2 140 cv Boîte auto,85 000 DT,35 000 KM,03.2022,Essence,Automatique,8 CV,Traction,SUV,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/seat/leon/119811,Seat Leon Style,1.2 TSI 16V S&S 110 cv,69 000 DT,85 000 KM,08.2020,Essence,Manuelle,6 CV,Traction,Compacte,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/mercedes-benz/gla/119771,Mercedes-Benz GLA AMG,200 2.0 d 16V 8G-DCT 150 cv Boîte auto,179 000 DT,56 000 KM,06.2021,Diesel,Automatique,8 CV,Propulsion,SUV,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/volkswagen/polo/119751,Volkswagen Polo,N/A,45 000 DT,87 000 KM,01.2022,Essence,Manuelle,4 CV,Traction,Citadine,Très bon,2ème main,29.11.2025
https://www.automobile.tn/fr/occasion/kia/rio-5p/119750,KIA Rio 5p,1.4 L 100 cv Boîte auto,72 000 DT,45 000 KM,04.2023,Essence,Automatique,6 CV,Traction,Citadine,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/bmw/serie-4-gran-coupe/119741,BMW Série 4 Gran Coupé Pack M,420i 2.0 i 16V Steptronic8 184 cv Boîte auto,225 000 DT,100 000 KM,08.2023,Essence,Automatique,10 CV,Propulsion,Berline,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/alfa-romeo/giulietta/119736,Alfa Romeo Giulietta,1.4 T-Jet 16V S&S 120 cv,51 000 DT,80 000 KM,04.2018,Essence,Manuelle,7 CV,Traction,Compacte,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/toyota/agya/119713,Toyota Agya,1.2 L VVTi 87 cv Boîte auto,43 800 DT,33 000 KM,06.2023,Essence,Automatique,5 CV,Traction,Citadine,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/kia/seltos/119712,KIA Seltos Top Grade,1.4 T-GDI 140 cv boite auto,145 005 DT,18 000 KM,12.2024,Essence,Automatique,8 CV,Traction,SUV,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/nissan/qashqai/119704,Nissan Qashqai N-connecta,N/A,139 000 DT,11 000 KM,05.2024,Hybride léger essence,Automatique,7 CV,Traction,SUV,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/audi/q5/119700,Audi Q5,N/A,158 000 DT,149 000 KM,07.2020,Hybride léger diesel,Automatique,9 CV,Traction,SUV,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/audi/a4/119572,Audi A4 Ambiente,1.8 TFSi 16V 120 cv,57 000 DT,67 000 KM,07.2015,Essence,Manuelle,7 CV,Traction,Berline,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/mercedes-benz/classe-c/119549,Mercedes-Benz Classe C AMG,200 1.5 i 16V EQ Boost 9G-TRONIC 184 cv Boîte auto,148 000 DT,125 000 KM,11.2019,Hybride léger essence,Automatique,9 CV,Propulsion,Berline,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/land-rover/range-rover-sport/119540,Land Rover Range Rover Sport HSE Dynamic,3.0 SDV6 24V 306 cv Boîte auto,255 000 DT,148 000 KM,09.2019,Diesel,Automatique,20 CV,Traction,SUV,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/audi/a5-sportback/119511,Audi A5 Sportback,35 TFSI S-tronic 150 cv Boîte auto,115 000 DT,140 000 KM,01.2020,Essence,Automatique,8 CV,Traction,Berline,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/peugeot/508/119468,Peugeot 508,N/A,35 000 DT,200 000 KM,01.2013,Essence,Automatique,9 CV,Traction,Berline,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/hyundai/tucson/119425,Hyundai Tucson,N/A,98 000 DT,40 000 KM,01.2022,Essence,Automatique,9 CV,Traction,SUV,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/bmw/serie-1-5p/119375,BMW Série 1,120d 2.0 d 16V DPF 163 cv,46 000 DT,137 000 KM,06.2012,Diesel,Manuelle,6 CV,Traction,Compacte,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/land-rover/range-rover-evoque/119370,Land Rover Range Rover Evoque Dynamic SE,N/A,225 000 DT,50 000 KM,06.2024,Diesel,Automatique,9 CV,Intégrale,SUV,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/audi/q5/119337,Audi Q5 S-line,2.0 TDI 16V 150 cv,135 000 DT,83 000 KM,07.2017,Diesel,Manuelle,8 CV,Traction,SUV,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/mercedes-benz/classe-c/119295,Mercedes-Benz Classe C AMG,180 1.5 i 16V EQ Boost 9G-TRONIC 170 cv Boîte auto,179 000 DT,90 000 KM,02.2022,Hybride léger essence,Automatique,9 CV,Propulsion,Berline,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/renault/clio/119266,Renault Clio Esprit Alpine,0.9 TCe 12V Energy S&S 90 cv,51 000 DT,100 000 KM,02.2020,Essence,Manuelle,5 CV,Traction,Citadine,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/kia/sportage/119234,KIA Sportage GT-Line,N/A,94 500 DT,69 000 KM,06.2020,Essence,Automatique,11 CV,Intégrale,SUV,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/kia/sportage/119172,KIA Sportage Black Edition,1.6 GDi CVVT 16V 4x2 ISG 132 cv Boite Auto,80 000 DT,130 000 KM,05.2021,Essence,Automatique,8 CV,Traction,SUV,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/volkswagen/golf-6/119095,Volkswagen Golf 6 Match,1.6 i LPG 102 cv,46 000 DT,177 000 KM,05.2012,Diesel,Manuelle,6 CV,Traction,Compacte,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/ssangyong/tivoli/119094,Ssangyong Tivoli Classy Secure,1.2 T-GDi 12V 2WD 128 cv,69 000 DT,85 000 KM,10.2022,Essence,Manuelle,6 CV,Traction,SUV,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/volkswagen/tiguan/119086,Volkswagen Tiguan R-Line,1.5 eTSi MHEV 16V DSG7 150 cv Boîte auto,200 000 DT,22 000 KM,06.2024,Hybride léger essence,Automatique,8 CV,Traction,SUV,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/great-wall/h6/119078,GWM Haval H6,1.5 T 150cv boite auto,89 000 DT,85 000 KM,04.2022,Essence,Automatique,8 CV,Traction,SUV,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/mercedes-benz/classe-a/119049,Mercedes-Benz Classe A,N/A,93 500 DT,200 000 KM,02.2019,Diesel,Automatique,6 CV,Traction,Compacte,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/chery/tiggo-8-pro/119021,Chery Tiggo 8 Pro,1.6 T-GDI 7-DCT 197 cv Boîte auto,91 000 DT,11 000 KM,07.2023,Essence,Automatique,11 CV,Traction,SUV,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/mercedes-benz/classe-c/119005,Mercedes-Benz Classe C,180 1.6 i 16V 9G-TRONIC 156 cv Boîte auto,99 000 DT,140 000 KM,05.2017,Essence,Automatique,8 CV,Propulsion,Berline,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/kia/sportage/118948,KIA Sportage,1.6 GDi CVVT 16V 4x2 132 cv Boite Auto,78 000 DT,90 000 KM,07.2018,Essence,Automatique,8 CV,Traction,SUV,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/toyota/c-hr/118892,Toyota C-HR,1.2 L 116 cv Boîte auto,89 500 DT,57 000 KM,05.2023,Essence,Automatique,6 CV,Traction,SUV,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/renault/captur/118830,Renault Captur,0.9 TCe 12V eco2 S&S 90 cv,36 000 DT,200 000 KM,11.2016,Essence,Manuelle,5 CV,Traction,SUV,Très bon,2ème main,29.11.2025
https://www.automobile.tn/fr/occasion/volkswagen/golf-8/118828,Volkswagen Golf 8 R-Line,1.4 L TSI 150 cv Boîte auto,180 000 DT,15 000 KM,04.2024,Essence,Automatique,8 CV,Traction,Compacte,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/mahindra/kuv-100/118769,Mahindra KUV 100 K8,1.2 82cv,33 000 DT,80 000 KM,10.2022,Essence,Manuelle,5 CV,Traction,SUV,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/kia/sportage/118767,KIA Sportage Toit Ouvrant,1.6 CRDi 136ch MHEV 4x2 DCT7,93 000 DT,126 000 KM,03.2021,Hybride léger diesel,Automatique,7 CV,Traction,SUV,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/mercedes-benz/gle-coupe/118763,Mercedes-Benz GLE Coupé,300 d 2.0 d 16V EQ Boost 4MATIC 9G-TRONIC 272 cv Boîte auto,440 000 DT,23 000 KM,01.2023,Hybride léger diesel,Automatique,16 CV,Intégrale,SUV,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/kia/sportage/118760,KIA Sportage Black Edition,1.6 GDi CVVT 16V 4x2 ISG 132 cv Boite Auto,92 000 DT,88 000 KM,07.2021,Essence,Automatique,8 CV,Traction,SUV,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/bmw/serie-3/118739,BMW Série 3 Confort Luxury Line,316i 1.6 16V 136 cv Boîte auto,69 000 DT,177 000 KM,09.2015,Essence,Automatique,7 CV,Propulsion,Berline,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/ford/ranger-raptor/118707,Ford Ranger Raptor,Raptor 2.0 EcoBlue 16V Pickup Double Cabine 4x4 213 cv Boîte auto,195 000 DT,45 000 KM,10.2021,Diesel,Automatique,7 CV,Intégrale,Pick up,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/great-wall/h6/118649,GWM Haval H6 Luxury,1.5 T 143cv boite auto,61 000 DT,125 000 KM,05.2018,Essence,Automatique,9 CV,Traction,SUV,Très bon,2ème main,29.11.2025
https://www.automobile.tn/fr/occasion/volkswagen/golf-6/118623,Volkswagen Golf 6,1.6 i DSG7 102 cv Boite Auto,42 000 DT,206 000 KM,05.2012,Essence,Automatique,7 CV,Traction,Compacte,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/volkswagen/jetta/118429,Volkswagen Jetta Confortline,1.4 TSi 16V DSG-7 122 cv Boîte auto,37 500 DT,200 000 KM,07.2013,Essence,Automatique,7 CV,Traction,Berline,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/kia/sportage/118428,KIA Sportage,N/A,136 000 DT,17 000 KM,07.2023,Essence,Automatique,10 CV,Traction,SUV,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/kia/seltos/118422,KIA Seltos,1.4 T-GDI 140 cv boite auto,115 000 DT,1 000 KM,10.2024,Essence,Automatique,8 CV,Traction,SUV,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/mercedes-benz/classe-c-coupe/118418,Mercedes-Benz Classe C coupé,N/A,125 000 DT,96 000 KM,01.2016,Essence,Automatique,9 CV,Propulsion,Coupé,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/mercedes-benz/classe-c/118377,Mercedes-Benz Classe C Avantgarde,180 1.5 i 16V 9G-TRONIC 156 cv Boîte auto,85 000 DT,150 000 KM,04.2016,Essence,Automatique,9 CV,Propulsion,Berline,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/toyota/hilux/118285,Toyota Hilux Double Cabine GR,2.4 D-4D 16V DPF Xtra cabine Pickup double cabine AWD 150 cv Boîte auto,290 000 DT,3 000 KM,03.2024,Diesel,Automatique,8 CV,Intégrale,Pick up,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/toyota/rav-4/118252,Toyota RAV 4 Hybride,2.5 VVT-iE 16V 218 Hybrid 2WD E-CVT 177 cv Boîte auto,102 000 DT,200 000 KM,03.2020,Hybride essence,Automatique,9 CV,Traction,SUV,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/great-wall/jolion/118245,GWM Haval Jolion,1.5 T 143 cv Boîte auto,79 000 DT,65 000 KM,08.2021,Essence,Automatique,9 CV,Traction,SUV,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/mercedes-benz/glc-coupe/118143,Mercedes-Benz GLC Coupé AMG,220 d 2.1 d 16V 4MATIC 9G-Tronic 163 cv Boîte auto,185 000 DT,150 000 KM,05.2018,Diesel,Automatique,11 CV,Intégrale,SUV,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/great-wall/h2/118138,GWM Haval H2,1.5 T 143 cv Boîte auto,59 000 DT,60 000 KM,03.2021,Essence,Automatique,9 CV,Traction,SUV,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/nissan/qashqai/118128,Nissan Qashqai High,1.2 DIG-T 16V 2WD Xtronic CVT S&S 115 cv Boîte auto,68 000 DT,90 000 KM,12.2019,Essence,Automatique,6 CV,Traction,SUV,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/mercedes-benz/glc/118109,Mercedes-Benz GLC 4 matic,250 2.0 i 16V 4MATIC BlueTEC 9G-Tronic 211 cv Boîte auto,145 000 DT,105 000 KM,01.2018,Essence,Automatique,12 CV,Intégrale,SUV,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/volkswagen/golf-7/118067,Volkswagen Golf 7 R-Line,1.2 TSI 16V Blue Motion S&S 105 cv,58 000 DT,220 000 KM,07.2015,Essence,Manuelle,5 CV,Traction,Compacte,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/toyota/c-hr/118066,Toyota C-HR,1.2 L 116 cv Boîte auto,93 500 DT,65 000 KM,09.2022,Essence,Automatique,6 CV,Traction,SUV,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/cupra/formentor/117992,Cupra Formentor Sport,2.0 TSI 16V DSG 7 190 cv Boîte auto,145 000 DT,55 000 KM,07.2022,Essence,Automatique,11 CV,Traction,SUV,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/volkswagen/taigo/117890,Volkswagen Taigo Life,1.0 TSI 12V 95 cv,69 500 DT,95 000 KM,08.2022,Essence,Manuelle,5 CV,Traction,SUV,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/lexus/ls-430/117632,Lexus LS 430,430 4.3 i V8 32V 282 cv Boîte auto,45 000 DT,278 000 KM,06.2006,Essence,Automatique,20 CV,Traction,Berline,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/bmw/x1/117602,BMW X1 Kit M,18i sDrive 1.5 i 12V DCT7 136 cv Boîte auto,119 000 DT,68 000 KM,01.2022,Essence,Automatique,8 CV,Traction,SUV,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/bmw/serie-2-gran-coupe/117533,BMW Série 2 Gran Coupé Pack Sport M,218i 1.5 i 12V Steptronic7 140 cv Boîte auto,136 000 DT,69 000 KM,11.2022,Essence,Automatique,8 CV,Traction,Berline,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/kia/sportage/117527,KIA Sportage GT-Line,2.0 CRDi VGT 16V Eco-Dynamics+ 4x4 185 cv Boîte auto,98 000 DT,69 000 KM,02.2020,Essence,Automatique,11 CV,Intégrale,SUV,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/great-wall/jolion/117450,GWM Haval Jolion,1.5 T 143 cv Boîte auto,79 000 DT,60 000 KM,03.2022,Essence,Automatique,9 CV,Traction,SUV,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/kia/sportage/117442,KIA Sportage Toit Ouvrant,1.6 GDi CVVT 16V 4x2 132 cv Boite Auto,85 000 DT,30 000 KM,02.2018,Essence,Automatique,8 CV,Traction,SUV,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/audi/q5/117428,Audi Q5 Prestige Plus,2.0 TFSi 16V GPF Quattro S Tronic7 252 cv Boîte auto,195 000 DT,111 000 KM,06.2020,Essence,Automatique,12 CV,Intégrale,SUV,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/mercedes-benz/gle/117424,Mercedes-Benz GLE,N/A,290 000 DT,109 000 KM,03.2021,Hybride léger essence,Automatique,12 CV,Traction,SUV,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/great-wall/poer-at/117399,GWM Poer AT,2.0 L Diesel 4x4 163 cv Boîte auto,118 000 DT,14 000 KM,04.2024,Diesel,Automatique,7 CV,Intégrale,Pick up,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/mercedes-benz/classe-c/117328,Mercedes-Benz Classe C AMG,180 1.5 i 16V EQ Boost 9G-TRONIC 170 cv Boîte auto,234 800 DT,16 000 KM,11.2023,Hybride léger essence,Automatique,9 CV,Propulsion,Berline,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/mercedes-benz/classe-c/117326,Mercedes-Benz Classe C AMG +,200 1.5 i 16V EQ Boost 9G-TRONIC 204 cv Boîte auto,220 000 DT,37 000 KM,01.2023,Hybride léger essence,Automatique,9 CV,Traction,Berline,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/volkswagen/golf-8/117325,Volkswagen Golf 8 GTI,GTI Clubsport 2.0 TSi 16V BMT DSG7 300 cv Boîte auto,230 000 DT,38 000 KM,01.2022,Essence,Automatique,19 CV,Traction,Compacte,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/mercedes-benz/gla/117324,Mercedes-Benz GLA AMG,180 1.3 i 16V 7G-DCT 136 cv Boîte auto,105 000 DT,139 000 KM,05.2020,Essence,Automatique,7 CV,Traction,SUV,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/mercedes-benz/classe-a/116773,Mercedes-Benz Classe A Style,180 Turbo 1.6 i 16V Turbo 122 cv,63 500 DT,155 000 KM,07.2016,Essence,Manuelle,6 CV,Traction,Compacte,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/toyota/agya/116772,Toyota Agya,1.2 L VVTi 87 cv,35 500 DT,160 000 KM,01.2022,Essence,Manuelle,5 CV,Traction,Citadine,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/peugeot/e-208/116633,Peugeot E-208 GT,N/A,63 000 DT,40 000 KM,08.2021,Electrique,Automatique,4 CV,Traction,Citadine,Très bon,1ère main,29.11.2025
https://www.automobile.tn/fr/occasion/mercedes-benz/classe-c/116556,Mercedes-Benz Classe C,N/A,147 000 DT,90 000 KM,08.2020,Essence,Automatique,8 CV,Propulsion,Berline,Très bon,1ère main,29.11.2025
